Mob Name,Mods,,,,,,,,,,,,,,,,
/Lotus/Language/Game/Infestedlightningcrawler (AiWeek/Crawlers/Lightning),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Poder De Detención (/Lotus/Upgrades/Mods/Pistol/WeaponStunChanceMod),Sierra (/Lotus/Upgrades/Mods/Rifle/WeaponDamageAmountMod),/Lotus/Language/Items/Impactdamageriflemod (/Lotus/Upgrades/Mods/Rifle/WeaponImpactDamageMod),/Lotus/Language/Items/Poisondamageshotgunmod (/Lotus/Upgrades/Mods/Shotgun/WeaponToxinDamageMod),,,,,,,,,,,
/Lotus/Language/Game/Infestedmesaname (TennoReplicants/TennoReplicantGunslinger),/Lotus/Language/Items/Meleemodcritfireratebonus (/Lotus/Upgrades/Mods/Melee/WeaponCritFireRateBonusMod),Ladrón Experto (/Lotus/Upgrades/Mods/Warframe/AvatarChanceToLoot),Ira (/Lotus/Upgrades/Mods/Warframe/AvatarDamageToEnergyMod),Flujo (/Lotus/Upgrades/Mods/Warframe/AvatarPowerMaxMod),/Lotus/Language/Items/Katanastanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/KatanaCmbTwoMeleeTree),,,,,,,,,,,,
/Lotus/Language/Game/Infestedmoagoo (AiWeek/InfestedMoas/SlowBombBiped),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),/Lotus/Language/Items/Meleeproctimemod (/Lotus/Upgrades/Mods/Melee/WeaponProcTimeMod),Expeler Infestados (/Lotus/Upgrades/Mods/Pistol/WeaponPistolFactionDamageInfested),Dardos (/Lotus/Upgrades/Mods/Shotgun/WeaponArmorPiercingDamageMod),Redirección (/Lotus/Upgrades/Mods/Warframe/AvatarShieldMaxMod),/Lotus/Language/Items/Axestanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/AxeCmbTwoMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Infestedmoananite (AiWeek/InfestedMoas/NaniteCloudBiped),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Buscador (/Lotus/Upgrades/Mods/Pistol/WeaponPunctureDepthMod),Pararrayos (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceElectricity),Repelente De Llamas (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceFire),,,,,,,,,,,
/Lotus/Language/Game/Keladethaym (Vip/HeavyRocketFemale),Impacto De Magma (/Lotus/Upgrades/Mods/Melee/WeaponFireDamageMod),Golpe Asesino (/Lotus/Upgrades/Mods/Melee/WeaponMeleeHeavyDamageMod),Canal Cuerpo A Cuerpo (/Lotus/Upgrades/Mods/Melee/WeaponPowerDamageMod),Rondas Criogénicas (/Lotus/Upgrades/Mods/Rifle/WeaponFreezeDamageMod),Estirar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityRangeMod),,,,,,,,,,,,
/Lotus/Language/Game/Kubrowname (/Lotus/Types/NeutralCreatures/Kubrow/Kubrow),/Lotus/Language/Items/Kubrowchargepreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowChargePrecept),/Lotus/Language/Items/Kubrowcloakpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowCloakPrecept),/Lotus/Language/Items/Kubrowdigpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowDigPrecept),/Lotus/Language/Items/Kubrowfearpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowFearPrecept),/Lotus/Language/Items/Kubrowshieldpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowShieldPrecept),/Lotus/Language/Items/Kubrowthiefpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowThiefPrecept),/Lotus/Language/Items/Kubrowvipchasepreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowVipChasePrecept),/Lotus/Language/Items/Kubrowfinisherpreceptname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowClonedFinisherMod),/Lotus/Language/Items/Kubrowhunterattackpreceptname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowCritMod),/Lotus/Language/Items/Kubrowfinishermodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowFinisherMod),/Lotus/Language/Items/Kubrowarmorlinkmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowLinkArmourMaxMod),/Lotus/Language/Items/Kubrowhealthlinkmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowLinkHealthMaxMod),/Lotus/Language/Items/Kubrowshieldslinkmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowLinkShieldMaxMod),/Lotus/Language/Items/Kubrowbleedoutmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowMasterBleedoutMod),/Lotus/Language/Items/Kubrowadventurerattackpreceptname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowMeleeDamageMod),/Lotus/Language/Items/Kubrowpackleadermod (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowPackLeaderMod),/Lotus/Language/Items/Kubrowshieldregenmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowShieldRechargeRateMod)
/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBiped),/Lotus/Language/Items/Poisondamagepistolmod (/Lotus/Upgrades/Mods/Pistol/WeaponToxinDamageMod),Vitalidad (/Lotus/Upgrades/Mods/Sentinel/SentinelHealthMaxMod),Control De Masas (/Lotus/Upgrades/Mods/Shotgun/WeaponStunChanceMod),El Saber Del Ladron (/Lotus/Upgrades/Mods/Warframe/AvatarLootRadarMod),/Lotus/Language/Items/Dualswordstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbOneMeleeTree),,,,,,,,,,,,
/Lotus/Language/Game/Manicgrineername (AIWeek/ManicGrineer),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Viento Del Norte (/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Espiral De Reflejo (/Lotus/Upgrades/Mods/Melee/WeaponMeleeChargeRateMod),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Punto De Impacto (/Lotus/Upgrades/Mods/Rifle/WeaponCritChanceMod),Manos Rapidas (/Lotus/Upgrades/Mods/Rifle/WeaponReloadSpeedMod),Flujo (/Lotus/Upgrades/Mods/Warframe/AvatarPowerMaxMod),/Lotus/Language/Items/Fiststancec (/Lotus/Weapons/Tenno/Melee/MeleeTrees/ClawCmbThreeMeleeTree),,,,,,,
/Lotus/Language/Game/Minijackaldrone (QuadRobot/MiniBoss/ShieldDroneMiniBoss),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Acero Verdadero (/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Cargador Falso (/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Fuego Infernal (/Lotus/Upgrades/Mods/Rifle/WeaponFireDamageMod),Vitalidad (/Lotus/Upgrades/Mods/Sentinel/SentinelHealthMaxMod),Desviación Rapida (/Lotus/Upgrades/Mods/Warframe/AvatarShieldRechargeRateMod),,,,,,,,,
/Lotus/Language/Game/Minijackalturret (QuadRobot/MiniBoss/TurretQuadMiniBoss),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Acero Verdadero (/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Cargador Falso (/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Fuego Infernal (/Lotus/Upgrades/Mods/Rifle/WeaponFireDamageMod),Vitalidad (/Lotus/Upgrades/Mods/Sentinel/SentinelHealthMaxMod),Desviación Rapida (/Lotus/Upgrades/Mods/Warframe/AvatarShieldRechargeRateMod),,,,,,,,,
/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpaceman),Guerrero (/Lotus/Types/Sentinels/SentinelPrecepts/Warrior),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Saquear (/Lotus/Upgrades/Mods/Shotgun/WeaponCritDamageMod),Capa Incendiaria (/Lotus/Upgrades/Mods/Shotgun/WeaponFireDamageMod),/Lotus/Language/Items/Scythestanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/ScytheCmbTwoMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Orokinbladesawman (OrokinBladeSawman),/Lotus/Language/Items/Itemvacuumstoreitemname (/Lotus/Types/Sentinels/SentinelPrecepts/ItemVacum),/Lotus/Language/Items/Djinnprimarypreceptname (/Lotus/Types/Sentinels/SentinelPrecepts/Thumper),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Lanzamiento De Poder Con La Glaive (/Lotus/Upgrades/Mods/Melee/WeaponGlaivePowerthrowMod),/Lotus/Language/Items/Meleemodfinisherdamage (/Lotus/Upgrades/Mods/Melee/WeaponMeleeFinisherDamageMod),/Lotus/Language/Items/Poisondamageriflemod (/Lotus/Upgrades/Mods/Rifle/WeaponToxinDamageMod),/Lotus/Language/Items/Whipstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/WhipCmbOneMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Orokinbombardrocket (OrokinRocketBombard),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Torbellino (/Lotus/Upgrades/Mods/Melee/WeaponGlaiveSpeedMod),/Lotus/Language/Items/Sentinelmoddropchance (/Lotus/Upgrades/Mods/Sentinel/SentinelDropChanceMod),/Lotus/Language/Items/Warframemodtimelimitincrease (/Lotus/Upgrades/Mods/Warframe/AvatarTimeLimitIncreaseMod),/Lotus/Language/Items/Staffstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/StaffCmbTwoMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Orokindrone (OrokinShieldDrone),/Lotus/Language/Items/Coolantleakstoreitemname (/Lotus/Types/Sentinels/SentinelPrecepts/CoolantLeak),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),/Lotus/Language/Items/Riflemodnoisereduction (/Lotus/Upgrades/Mods/Rifle/WeaponNoiseReductionMod),/Lotus/Language/Items/Sentinelmodoverheatdamage (/Lotus/Upgrades/Mods/Sentinel/SentinelOverheatDamageMod),,,,,,,,,,,
/Lotus/Language/Game/Orokinnullifier (OrokinNullifySpaceman),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Torbellino (/Lotus/Upgrades/Mods/Melee/WeaponGlaiveSpeedMod),/Lotus/Language/Items/Sentinelmoddropchance (/Lotus/Upgrades/Mods/Sentinel/SentinelDropChanceMod),/Lotus/Language/Items/Warframemodtimelimitincrease (/Lotus/Upgrades/Mods/Warframe/AvatarTimeLimitIncreaseMod),/Lotus/Language/Items/Staffstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/StaffCmbTwoMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Phorid (Vip/QuadrupedVIP),Impacto De Magma (/Lotus/Upgrades/Mods/Melee/WeaponFireDamageMod),Golpe Asesino (/Lotus/Upgrades/Mods/Melee/WeaponMeleeHeavyDamageMod),Canal Cuerpo A Cuerpo (/Lotus/Upgrades/Mods/Melee/WeaponPowerDamageMod),Rondas Criogénicas (/Lotus/Upgrades/Mods/Rifle/WeaponFreezeDamageMod),Estirar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityRangeMod),,,,,,,,,,,,
/Lotus/Language/Game/Sargasruk (Vip/SargasRuk/SargasRukNew),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Fuerza Tambaleante (/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Cámara Dividida (/Lotus/Upgrades/Mods/Rifle/WeaponFireIterationsMod),Control De Masas (/Lotus/Upgrades/Mods/Shotgun/WeaponStunChanceMod),Continuidad (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityDurationMod),/Lotus/Language/Items/Hammerstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/HammerCmbOneMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Scavengerdronename (Drones/AIWeek/VacDrone),Acero Verdadero (/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Pistolero (/Lotus/Upgrades/Mods/Pistol/WeaponFireRateMod),/Lotus/Language/Items/Poisondamageshotgunmod (/Lotus/Upgrades/Mods/Shotgun/WeaponToxinDamageMod),Redirección (/Lotus/Upgrades/Mods/Warframe/AvatarShieldMaxMod),,,,,,,,,,,,,
/Lotus/Language/Game/Sensorregulatorname (AIWeek/CameraDrone),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Furia (/Lotus/Upgrades/Mods/Melee/WeaponFireRateMod),Fuerza Tambaleante (/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Convulsión (/Lotus/Upgrades/Mods/Pistol/WeaponElectricityDamageMod),Cámara Infernal (/Lotus/Upgrades/Mods/Shotgun/WeaponFireIterationsMod),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,,,,,,
/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDrone),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Furia (/Lotus/Upgrades/Mods/Melee/WeaponFireRateMod),Fuerza Tambaleante (/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Convulsión (/Lotus/Upgrades/Mods/Pistol/WeaponElectricityDamageMod),Cámara Infernal (/Lotus/Upgrades/Mods/Shotgun/WeaponFireIterationsMod),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,,,,,,
/Lotus/Language/Game/Toxicdronename (AiWeek/InfestedDrones/PoisonDrone),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),/Lotus/Language/Items/Riflebeamdistancemod (/Lotus/Upgrades/Mods/Rifle/WeaponBeamDistanceMod),Taladro Metálico (/Lotus/Upgrades/Mods/Rifle/WeaponPunctureDepthMod),,,,,,,,,,,
/Lotus/Language/Game/Tylregor (Vip/NinjaLeader),Acero Verdadero (/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Toque Eléctrico (/Lotus/Upgrades/Mods/Melee/WeaponElectricityDamageMod),/Lotus/Language/Items/Pistolprojectilespeedmod (/Lotus/Upgrades/Mods/Pistol/WeaponProjectileSpeedMod),Rondas Criogénicas (/Lotus/Upgrades/Mods/Rifle/WeaponFreezeDamageMod),Fibra De Acero (/Lotus/Upgrades/Mods/Warframe/AvatarArmourMod),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,,,,,,,,
/Lotus/Language/Game/Vayhekdronename (Vip/Hek/HekDrone),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Impacto De Magma (/Lotus/Upgrades/Mods/Melee/WeaponFireDamageMod),Golpe Asesino (/Lotus/Upgrades/Mods/Melee/WeaponMeleeHeavyDamageMod),Canal Cuerpo A Cuerpo (/Lotus/Upgrades/Mods/Melee/WeaponPowerDamageMod),Rondas Criogénicas (/Lotus/Upgrades/Mods/Rifle/WeaponFreezeDamageMod),Estirar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityRangeMod),,,,,,,,,
/Lotus/Language/Game/Vayhekframename (Vip/Hek/HekBiped),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Impacto De Magma (/Lotus/Upgrades/Mods/Melee/WeaponFireDamageMod),Golpe Asesino (/Lotus/Upgrades/Mods/Melee/WeaponMeleeHeavyDamageMod),Canal Cuerpo A Cuerpo (/Lotus/Upgrades/Mods/Melee/WeaponPowerDamageMod),Rondas Criogénicas (/Lotus/Upgrades/Mods/Rifle/WeaponFreezeDamageMod),Estirar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityRangeMod),,,,,,,,,
/Lotus/Language/Game/Vortwo (Vip/VorTwo/VorTwoBoss),/Lotus/Language/Items/Poisoneventmeleemod (/Lotus/Upgrades/Mods/Melee/DualStat/PoisonEventMeleeMod),/Lotus/Language/Items/Poisoneventpistolmod (/Lotus/Upgrades/Mods/Pistol/DualStat/PoisonEventPistolMod),/Lotus/Language/Items/Poisoneventriflemod (/Lotus/Upgrades/Mods/Rifle/DualStat/PoisonEventRifleMod),/Lotus/Language/Items/Poisoneventshotgunmod (/Lotus/Upgrades/Mods/Shotgun/DualStat/PoisonEventShotgunMod),,,,,,,,,,,,,
/Lotus/Language/Game/Wardencorpus (Gamemodes/DeployableSpacemanWarden),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Punto De Impacto (/Lotus/Upgrades/Mods/Rifle/WeaponCritChanceMod),Cartucho Cargado (/Lotus/Upgrades/Mods/Shotgun/WeaponElectricityDamageMod),Limpieza De Grineer (/Lotus/Upgrades/Mods/Shotgun/WeaponShotgunFactionDamageGrineer),Voltereta (/Lotus/Upgrades/Mods/Warframe/AvatarKnockdownRecoveryMod),Maratón (/Lotus/Upgrades/Mods/Warframe/AvatarStaminaMaxMod),/Lotus/Language/Items/Dualswordstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbOneMeleeTree),,,,,,,,,
/Lotus/Language/Game/Wardencorpus (Gamemodes/DeployableSpacemanWardenLeader),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Punto De Impacto (/Lotus/Upgrades/Mods/Rifle/WeaponCritChanceMod),Cartucho Cargado (/Lotus/Upgrades/Mods/Shotgun/WeaponElectricityDamageMod),Limpieza De Grineer (/Lotus/Upgrades/Mods/Shotgun/WeaponShotgunFactionDamageGrineer),Voltereta (/Lotus/Upgrades/Mods/Warframe/AvatarKnockdownRecoveryMod),Maratón (/Lotus/Upgrades/Mods/Warframe/AvatarStaminaMaxMod),/Lotus/Language/Items/Dualswordstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbOneMeleeTree),,,,,,,,,
/Lotus/Language/Game/Wardengrineer (Gamemodes/WardenGrineerHeavy),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Desliz De Cargador (/Lotus/Upgrades/Mods/Pistol/WeaponClipMaxMod),Cargador Deformado (/Lotus/Upgrades/Mods/Rifle/WeaponClipMaxMod),Cartucho Comprimido (/Lotus/Upgrades/Mods/Shotgun/WeaponAmmoMaxMod),Trabuco (/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),/Lotus/Language/Items/Katanastanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/KatanaCmbTwoMeleeTree),,,,,,,,,
/Lotus/Language/Game/Wardengrineer (Gamemodes/WardenGrineerHeavyLeader),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Desliz De Cargador (/Lotus/Upgrades/Mods/Pistol/WeaponClipMaxMod),Cargador Deformado (/Lotus/Upgrades/Mods/Rifle/WeaponClipMaxMod),Cartucho Comprimido (/Lotus/Upgrades/Mods/Shotgun/WeaponAmmoMaxMod),Trabuco (/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),/Lotus/Language/Items/Katanastanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/KatanaCmbTwoMeleeTree),,,,,,,,,
/Lotus/Language/Items/Chromaname (TennoReplicants/TennoReplicantChroma),/Lotus/Language/Items/Meleemodcritfireratebonus (/Lotus/Upgrades/Mods/Melee/WeaponCritFireRateBonusMod),Ladrón Experto (/Lotus/Upgrades/Mods/Warframe/AvatarChanceToLoot),Ira (/Lotus/Upgrades/Mods/Warframe/AvatarDamageToEnergyMod),Flujo (/Lotus/Upgrades/Mods/Warframe/AvatarPowerMaxMod),/Lotus/Language/Items/Katanastanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/KatanaCmbTwoMeleeTree),,,,,,,,,,,,
Arrastrador (AiWeek/Crawlers/Crawler),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Agarre Rapido (/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),Veneno Para Corpus (/Lotus/Upgrades/Mods/Rifle/WeaponFactionDamageCorpus),Ojo De Aguíla (/Lotus/Upgrades/Mods/Rifle/WeaponZoomFovMod),Fibra De Acero (/Lotus/Upgrades/Mods/Warframe/AvatarArmourMod),,,,,,,,,,
Arrastrador Nauseabundo (AiWeek/Crawlers/GraspingCrawler),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Agarre Rapido (/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),Sierra (/Lotus/Upgrades/Mods/Rifle/WeaponDamageAmountMod),/Lotus/Language/Items/Daggerstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/DaggerCmbOneMeleeTree),,,,,,,,,,,,
Arrastrador Tóxico (AiWeek/Crawlers/NoxiousCrawler),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Cargador Falso (/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Trabuco (/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),Impacto Pesado (/Lotus/Upgrades/Mods/Warframe/AvatarFallingImpactMod),,,,,,,,,,
Artillero Pesado Grineer (AIWeek/HeavyFemaleGrineer),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Desliz De Cargador (/Lotus/Upgrades/Mods/Pistol/WeaponClipMaxMod),Cargador Deformado (/Lotus/Upgrades/Mods/Rifle/WeaponClipMaxMod),Cartucho Comprimido (/Lotus/Upgrades/Mods/Shotgun/WeaponAmmoMaxMod),Trabuco (/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),/Lotus/Language/Items/Katanastanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/KatanaCmbTwoMeleeTree),,,,,,,,,
Balista (AIWeek/FemaleGrineer),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Destructor De Organos (/Lotus/Upgrades/Mods/Melee/WeaponCritDamageMod),Tormenta (/Lotus/Upgrades/Mods/Rifle/WeaponElectricityDamageMod),,,,,,,,,,,,
Bombardero Grineer (AIWeek/RocketBombard),Santuario (/Lotus/Types/Sentinels/SentinelPrecepts/Sanctuary),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Acero Verdadero (/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Expeler Grineer (/Lotus/Upgrades/Mods/Pistol/WeaponPistolFactionDamageGrineer),Recarga Tactica (/Lotus/Upgrades/Mods/Shotgun/WeaponReloadSpeedMod),Pies Seguros (/Lotus/Upgrades/Mods/Warframe/AvatarKnockdownResistanceMod),Abrigo Cálido (/Lotus/Upgrades/Mods/Warframe/AvatarMissionSpecificResistanceIce),/Lotus/Language/Items/Crimsondervish (/Lotus/Weapons/Tenno/Melee/MeleeTrees/CrimsonDervishMeleeTree),,,,,,,,
Buscador Grineer (GrineerMarinePistol),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Golpe Asesino (/Lotus/Upgrades/Mods/Melee/WeaponMeleeHeavyDamageMod),Difusión De Cañón (/Lotus/Upgrades/Mods/Pistol/WeaponFireIterationsMod),/Lotus/Language/Items/Slashdamageriflemod (/Lotus/Upgrades/Mods/Rifle/WeaponSlashDamageMod),Desviación Rapida (/Lotus/Upgrades/Mods/Sentinel/SentinelShieldRechargeRateMod),/Lotus/Language/Items/Hammerstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/HammerCmbTwoMeleeTree),/Lotus/Language/Items/Polearmstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/PolearmCmbOneMeleeTree),,,,,,,,,,
