Mob Name,Mods,,,,,,,,,
Desert/HeavyFemaleGrineerDesert,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Blunderbuss(/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),,,,,,
SpecialEvents/SurveillanceDrone,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,
RifleSpaceman,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Quick Return(/Lotus/Upgrades/Mods/Melee/WeaponGlaiveReflectionDecreaseMod),Fired Up(/Lotus/Upgrades/Mods/Sentinel/SentinelOverheatDamageMod),,,,,,
OrokinHealingAncient,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,
OrokinShieldDrone,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,
AiWeek/Crawlers/NoxiousCrawler,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,
Vip/MarineLeader,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),,,,,,,,
Spaceman/AIWeek/SniperSpaceman,Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,
AIWeek/PistonSawman,Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Redirection(/Lotus/Upgrades/Mods/Sentinel/SentinelShieldMaxMod),,,,,,,
Desert/JetpackMarine,Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,,,,
Desert/GrineerMarinePistol,Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Killing Blow(/Lotus/Upgrades/Mods/Melee/WeaponMeleeHeavyDamageMod),,,,,,,,
RifleLancer,Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,
OrokinHeavyFemale,Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Spare Parts(/Lotus/Upgrades/Mods/Sentinel/SentinelDropChanceMod),,,,,,,
AIWeek/IncendiaryBombard,Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Gunslinger(/Lotus/Upgrades/Mods/Pistol/WeaponFireRateMod),Point Strike(/Lotus/Upgrades/Mods/Rifle/WeaponCritChanceMod),Vitality(/Lotus/Upgrades/Mods/Sentinel/SentinelHealthMaxMod),,,,,,
Desert/EliteRifleLancer,Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Quickdraw(/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),,,,,,,,
Drones/AIWeek/VacDrone,True Steel(/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Gunslinger(/Lotus/Upgrades/Mods/Pistol/WeaponFireRateMod),Contagious Spread(/Lotus/Upgrades/Mods/Shotgun/WeaponToxinDamageMod),Redirection(/Lotus/Upgrades/Mods/Warframe/AvatarShieldMaxMod),,,,,,
Tyl Regor (Vip/NinjaLeader),True Steel(/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),,,,,,,,,
Drones/Vip/DroneAttack,Organ Shatter(/Lotus/Upgrades/Mods/Melee/WeaponCritDamageMod),Reflex Coil(/Lotus/Upgrades/Mods/Melee/WeaponMeleeChargeRateMod),Reach(/Lotus/Upgrades/Mods/Melee/WeaponMeleeRangeIncMod),Stretch(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityRangeMod),,,,,,
Toxic Ancient (AiWeek/Ancients/ToxicAncient),Organ Shatter(/Lotus/Upgrades/Mods/Melee/WeaponCritDamageMod),Hornet Strike(/Lotus/Upgrades/Mods/Pistol/WeaponDamageAmountMod),Firestorm(/Lotus/Upgrades/Mods/Rifle/WeaponIncreaseRadialExplosionMod),Shredder(/Lotus/Upgrades/Mods/Shotgun/WeaponSlashDamageMod),Warm Coat(/Lotus/Upgrades/Mods/Warframe/AvatarMissionSpecificResistanceIce),Brutal Tide(/Lotus/Weapons/Tenno/Melee/MeleeTrees/PunchKickCmbTwoMeleeTree),,,,
Corrupted Ancient (OrokinHealingAncient),Berserker(/Lotus/Upgrades/Mods/Melee/WeaponCritFireRateBonusMod),Reflection(/Lotus/Upgrades/Mods/Warframe/AvatarParryReflectMod),Quick Thinking(/Lotus/Upgrades/Mods/Warframe/AvatarPowerToHealthOnDeathMod),Maglev(/Lotus/Upgrades/Mods/Warframe/AvatarSlideBoostMod),Clashing Forest(/Lotus/Weapons/Tenno/Melee/MeleeTrees/StaffCmbOneMeleeTree),,,,,
Vip/SargasRuk/SargasRukNew,Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Melee Prowess(/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Split Chamber(/Lotus/Upgrades/Mods/Rifle/WeaponFireIterationsMod),,,,,,,
Fusion Moa (BipedRobot/AIWeek/SuperMoaBiped),Smite Corpus(/Lotus/Upgrades/Mods/Melee/WeaponMeleeFactionDamageCorpus),Self Destruct(/Lotus/Upgrades/Mods/Sentinel/SentinelExplosionMod),Rush(/Lotus/Upgrades/Mods/Warframe/AvatarSprintSpeedMod),,,,,,,
Guardsman (AIWeek/GrineerMeleeStaff),Smite Grineer(/Lotus/Upgrades/Mods/Melee/WeaponMeleeFactionDamageGrineer),Point Strike(/Lotus/Upgrades/Mods/Rifle/WeaponCritChanceMod),Fast Hands(/Lotus/Upgrades/Mods/Rifle/WeaponReloadSpeedMod),,,,,,,
Elite Crewman (Spaceman/EliteSpaceman),Jagged Edge(/Lotus/Upgrades/Mods/Melee/WeaponSlashDamageMod),No Return(/Lotus/Upgrades/Mods/Pistol/WeaponArmorPiercingDamageMod),Gnashing Payara(/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualDaggerCmbTwoMeleeTree),,,,,,,
Vip/CaptainVorBoss,Slip Magazine(/Lotus/Upgrades/Mods/Pistol/WeaponClipMaxMod),Heated Charge(/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Gunslinger(/Lotus/Upgrades/Mods/Pistol/WeaponFireRateMod),Quickdraw(/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),Intensify(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityStrengthMod),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,
Vip/AladV/AladBoss,Slip Magazine(/Lotus/Upgrades/Mods/Pistol/WeaponClipMaxMod),Heated Charge(/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Quickdraw(/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,,,
Alad V (Vip/AladV/AladBoss),Gunslinger(/Lotus/Upgrades/Mods/Pistol/WeaponFireRateMod),Intensify(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityStrengthMod),,,,,,,,
Shockwave Moa (BipedRobot/AIWeek/ShockwaveBiped),Piercing Hit(/Lotus/Upgrades/Mods/Rifle/WeaponArmorPiercingDamageMod),Pointed Wind(/Lotus/Weapons/Tenno/Melee/MeleeTrees/DaggerCmbTwoMeleeTree),,,,,,,,
Prod Crewman (Spaceman/AIWeek/MeleeSpaceman),Vital Sense(/Lotus/Upgrades/Mods/Rifle/WeaponCritDamageMod),Steel Fiber(/Lotus/Upgrades/Mods/Sentinel/SentinelArmourMod),Chilling Grasp(/Lotus/Upgrades/Mods/Shotgun/WeaponFreezeDamageMod),,,,,,,
Ambulas (BipedRobot/Vip/BossBiped),Hellfire(/Lotus/Upgrades/Mods/Rifle/WeaponFireDamageMod),Fast Deflection(/Lotus/Upgrades/Mods/Warframe/AvatarShieldRechargeRateMod),,,,,,,,
QuadRobot/QuadRobot,Shell Compression(/Lotus/Upgrades/Mods/Shotgun/WeaponAmmoMaxMod),Blunderbuss(/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),,,,,,,,
BipedRobot/AIWeek/LaserDiscBiped,Shotgun Savvy(/Lotus/Upgrades/Mods/Shotgun/WeaponStunChanceMod),Thief's Wit(/Lotus/Upgrades/Mods/Warframe/AvatarLootRadarMod),,,,,,,,
Sergeant Nef Anyo (Spaceman/Vip/SniperBoss),Thief's Wit(/Lotus/Upgrades/Mods/Warframe/AvatarLootRadarMod),,,,,,,,,
Crewman (Spaceman/AIWeek/ShotgunSpaceman),Sinking Talon(/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualDaggerCmbOneMeleeTree),,,,,,,,,
Crewman (Spaceman/AIWeek/RifleSpaceman),Reaping Spiral(/Lotus/Weapons/Tenno/Melee/MeleeTrees/ScytheCmbOneMeleeTree),,,,,,,,,
